x,y,heading,us_signed,udp_signed,us_was_negative,x1_signed,x2_signed,y_signed
-0.1288890921385265,0.10000009536752268,0.45079632679489645,0.008,0.41509999999999997,False,-0.1288890921385265,0.0023430268334882457,0.10000009536752268
-0.10451684057925482,0.09999997615843181,0.44079632679489666,0.006500000000000001,0.41509999999999997,False,-0.10451684057925482,0.0020588093598736686,0.09999997615843181
-0.10919536711595676,0.09999997615843181,0.44079632679489666,0.0068000000000000005,0.41509999999999997,False,-0.10919536711595676,0.002059475372685737,0.09999997615843181
-0.12995879428609441,0.10000009536752241,0.44079632679489666,0.008100000000000001,0.41509999999999997,False,-0.12995879428609441,0.002058404122752035,0.10000009536752241
-0.12793299251172696,0.05000010728844906,0.44079632679489666,0.008,0.41509999999999997,False,-0.12793299251172696,0.0021635832935887585,0.05000010728844906
-0.13772893793332697,0.0,0.43079632679489666,0.0086,0.41509999999999997,False,-0.13772893793332697,0.002357258145675035,0.0
-0.14019760285057903,0.0,0.43079632679489666,0.0087,0.41509999999999997,False,-0.14019760285057903,0.002443139759828039,0.0
-0.1412651414653769,-0.05000010728844906,0.42079632679489665,0.0087,0.41509999999999997,False,-0.1412651414653769,0.0025215114622142345,-0.05000010728844906
-0.1289832373111888,-0.05000004768376165,0.42079632679489665,0.0079,0.41509999999999997,False,-0.1289832373111888,0.0024140533025055503,-0.05000004768376165
-0.12817175964002436,0.0,0.42079632679489665,0.0078000000000000005,0.41509999999999997,False,-0.12817175964002436,0.002211343082744935,0.0
-0.10066175236290736,-0.05000010728844817,0.42079632679489665,0.0060999999999999995,0.41509999999999997,False,-0.10066175236290736,0.0019214466203792795,-0.05000010728844817
-0.08643264619958028,-2.3841846541472478e-07,0.42079632679489665,0.0052,0.41509999999999997,False,-0.08643264619958028,0.0015353037745105503,-2.3841846541472478e-07
-0.07698320556825675,0.049999868869983644,0.43079632679489666,0.0046,0.41509999999999997,False,-0.07698320556825675,0.0009692729021770847,0.049999868869983644
-0.06598014032216006,-0.05000004768376076,0.43079632679489666,0.0039000000000000003,0.41509999999999997,False,-0.06598014032216006,0.0002238832759616852,-0.05000004768376076
-0.054801592837418776,-0.09999997615843181,0.43079632679489666,0.0032,0.41509999999999997,False,-0.054801592837418776,-0.00032438588670162944,-0.09999997615843181
-0.0327851724152964,2.384184663029032e-07,0.43079632679489666,0.0019,0.41509999999999997,False,-0.0327851724152964,-0.0006823797678059982,2.384184663029032e-07
-0.01728973557851772,0.05000010728844817,0.43079632679489666,0.001,0.41509999999999997,False,-0.01728973557851772,-0.0008604024943707906,0.05000010728844817
-0.006909613234858468,0.05000010728844906,0.42079632679489665,0.0004,0.41509999999999997,False,-0.006909613234858468,-0.0009498713377533849,0.05000010728844906
0.015484558623549164,0.10000009536752241,0.42079632679489665,-0.0009,0.41509999999999997,True,0.015484558623549164,-0.0011331993762560234,0.10000009536752241
