vw,up,us,lt,aero_force,v_app,yaw_rate,yaw_rate_paper,gk,gk_paper,kite_vel,aoa,elevation,azimuth,cs,turn_radius,usva_3,yaw_rate_3,va3,aoa3,usva_4,yaw_rate_4,va4,aoa4,usva_5,yaw_rate_5,va5,aoa5,usva_6,yaw_rate_6,va6,aoa6,usva_7,yaw_rate_7,va7,aoa7,usva_8,yaw_rate_8,va8,aoa8,usva_9,yaw_rate_9,va9,aoa9,usva_10,yaw_rate_10,va10,aoa10
8.0,0.25,0.05,262.0,38939.3125,54.865116119384766,40.76776103722295,40.78294456584106,12.572779161368908,0.011109198880579853,54.30812072753906,3.9581410884857178,0.5338202714920044,0.05078393593430519,0.07615950363000173,2.5692569461017554,0.07630404285252403,0.4670831683229228,17.746402740478516,18.09317398071289,0.6462887187276455,11.608232904653079,23.03750228881836,12.154905319213867,1.931584074906588,26.928634643554698,37.561485290527344,5.3509602546691895,2.4419918685036643,34.83864831142739,43.88628387451172,4.427260875701904,2.437475321354767,30.57793038790342,43.856178283691406,4.302216529846191,2.3531158656438222,27.230709888896026,42.57286071777344,4.353267192840576,2.33775634491038,27.779666087666527,42.29609680175781,4.4309797286987305,2.435482006596897,31.576463042712632,43.72061538696289,4.445890426635742
8.0,0.25,0.08,262.0,27660.130859375,58.94498825073242,84.32102462089652,84.30076642653682,17.95359847598684,0.3829379527168617,58.39873504638672,1.502010464668274,0.574243426322937,0.40667521953582764,9.485195334330875e-5,1.4815082102769621,0.10660568226699205,0.6392427033088246,17.746551513671875,18.079057693481445,0.9518980250550345,16.32638372358729,23.128999710083008,12.003286361694336,2.769593693397226,38.20633309786436,37.027706146240234,5.367478847503662,3.475395366366734,44.341443171266626,43.19990539550781,4.475555419921875,3.589124805962166,41.82126654953251,44.447120666503906,4.335518836975098,3.7145084057804536,47.98112212634481,45.75490188598633,4.335040092468262,3.998380015280824,54.018904889216245,48.723995208740234,4.263505458831787,4.342261163333835,51.685495845607086,52.28168487548828,4.104093074798584
8.0,0.25,0.1,262.0,27679.126953125,49.52251434326172,70.98961801997929,72.5179798311685,13.162462035220386,-2.480926353954194,48.610374450683594,5.244726181030273,15.246599197387695,4.951300144195557,0.03408390927960964,40.904018833011115,0.13689886872513413,0.8114905313390202,17.746826171875,18.06439781188965,1.2624675686124753,21.091565304115157,23.251073837280273,11.843040466308594,3.5287690341612183,49.24503576560095,36.029296875,5.536620140075684,4.338137994741357,52.91859861280094,41.3447380065918,4.7207536697387695,4.652635104912675,59.223310126632924,44.045047760009766,4.485897541046143,5.0581646433990475,67.03066466284587,47.451358795166016,4.374545097351074,5.474500933853347,63.76670462186225,50.931400299072266,4.174067974090576,5.566670083632246,73.14487144595297,51.74746322631836,4.038113594055176
8.0,0.25,0.12,262.0,31820.28125,50.565956115722656,86.90567197133812,86.89326991506124,12.982947514992137,-4.318816633794548e-5,49.96052169799805,4.311713218688965,0.11283738166093826,0.01878013275563717,0.032627234396425425,1.0319576438213354,0.16877255689559048,1.0856494038808542,17.750730514526367,18.045177459716797,1.5982575335991058,26.078697423465933,23.617212295532227,11.528159141540527,4.274891830407663,57.538315819912235,35.293025970458984,5.740599155426025,5.092076730393883,63.55009985751794,39.37010192871094,5.120998382568359,5.46160480986771,77.3783899526127,41.99808120727539,4.936546325683594,5.93536993372012,73.9685158651384,45.354713439941406,4.682816028594971,6.174250291605799,83.2448190157532,47.0761604309082,4.4688920974731445,6.002591341419826,79.57919761782796,45.8986701965332,4.446181297302246
8.0,0.25,0.15,262.0,26319.3515625,46.232337951660156,94.48631282807034,94.46766303860562,13.088326276235295,0.20061732838071739,45.56974792480469,4.820598125457764,0.07798155397176743,-0.049678102135658264,0.01995465335340644,0.07227337077498164,0.19953598891282537,1.289474541535143,17.751113891601562,18.03101348876953,1.9227990101781636,30.524189003178343,23.773591995239258,11.36532974243164,4.989210147452272,63.4690850679992,34.57164001464844,5.956017017364502,5.813568181120826,72.96421989065702,37.77622604370117,5.507809638977051,6.253059087306131,85.28745057152918,40.45063400268555,5.354065418243408,6.674615248692507,81.59954133580952,43.02915954589844,4.967421054840088,6.660058515065004,92.8309005987449,42.97138214111328,4.774810791015625,6.3858190917373685,78.9234999359632,41.2912712097168,4.985344886779785
8.0,0.25,0.18,262.0,18611.416015625,46.09330749511719,130.11887992626222,130.0959764536062,15.904398591975466,-0.018569905972757775,45.41695022583008,1.7318735122680664,0.0989021435379982,-0.006161626894026995,0.06360679160393119,0.367619438282553,0.23019617511730975,1.4854608280736894,17.751615524291992,18.01761245727539,2.2511020420896655,34.72610633881366,23.92434310913086,11.214092254638672,5.683724937489016,70.48274681216382,33.93027877807617,6.1797194480896,6.438962860681081,83.17666475890108,36.05913162231445,5.7422261238098145,6.796657060969091,85.84544197457733,37.93189239501953,5.673553466796875,7.129381562226443,89.9687219838628,39.73124694824219,5.414424896240234,6.957348752259052,90.16272372886793,38.825469970703125,5.264903545379639,6.777918505272372,85.1915003041753,37.841796875,5.530468463897705
8.0,0.25,0.2,262.0,18564.79296875,44.997562408447266,134.9999804720047,134.9989813317954,14.827088786761832,-0.17366481354403865,44.305938720703125,2.1709847450256348,0.11133087426424026,0.18875251710414886,0.06551942873778227,0.20382919114483664,0.2609277168917552,1.684632934019214,17.753061294555664,18.005287170410156,2.5835461704270237,38.55340156398834,24.077356338500977,11.061193466186523,6.416749226932165,78.03638020499805,33.62708282470703,6.306529521942139,7.588108410249307,112.55371594038158,37.545616149902344,4.2420172691345215,8.10277967478744,114.3277828028944,40.12443161010742,3.531695604324341,7.888982369621915,119.27745381339659,39.09035873413086,3.6467041969299316,7.633850565956211,109.61695936859641,37.80183029174805,4.125835418701172,8.144452671223819,115.80364289830953,40.306190490722656,3.5392255783081055
8.0,0.25,0.22,262.0,16740.650390625,42.439579010009766,133.26482044659224,133.2475510886676,13.82493321383681,-0.007650132410294623,41.70448303222656,2.936265230178833,0.08651827275753021,0.004908820614218712,0.06997421603038272,0.19148682499283234,0.29159521435029584,1.8754904851561687,17.753402709960938,17.99174690246582,2.918140113279642,42.557138067777025,24.214736938476562,10.935198783874512,7.139706554701868,87.13565638807947,33.3863639831543,6.160562515258789,8.12968653050943,110.04773749679809,35.8361701965332,4.968489646911621,8.583481414134841,113.60433609759221,37.82411575317383,4.400973320007324,8.47670764970121,117.86363945632688,37.37795639038086,4.262371063232422,8.231191705490769,109.90812708119888,36.27873611450195,4.767458438873291,8.75128811276944,115.89849753458003,38.55538558959961,4.220126628875732
8.0,0.25,0.25,262.0,13778.6552734375,37.644954681396484,121.5003944655057,121.47971204069795,12.797866867060176,0.1303056714867784,36.81834411621094,4.753714084625244,0.11768218874931335,0.06443964689970016,0.061393626631533395,0.0839269281638209,0.322313959263154,2.071647612286396,17.753915786743164,17.97802734375,3.2527693226351024,46.1353346949718,24.334735870361328,10.810916900634766,7.765349171331486,92.42982082679617,32.75918960571289,6.550220966339111,8.46877883174553,110.72761410572484,33.60972213745117,6.08637809753418,8.655239910916782,110.14560887070947,34.35129165649414,5.97537088394165,8.420159808235374,109.38306464523576,33.41025161743164,6.117791175842285,8.33720864102235,108.26963330878597,33.052406311035156,6.485751152038574,8.73487105992733,109.94817014600422,34.66187286376953,5.947601318359375
8.0,0.25,0.28,262.0,12961.357421875,33.59297180175781,106.93224631832194,106.91408192784472,11.440938190244882,-0.015444321164059319,32.67472457885742,7.772242546081543,0.13763970136642456,0.022983944043517113,0.027660560129614535,0.2700832549216425,0.3529698756800733,2.265155010047506,17.754440307617188,17.964569091796875,3.589263195818507,49.592398659127696,24.448772430419922,10.706300735473633,8.399744968768347,98.70008374823892,32.285457611083984,6.760409355163574,8.942486269985208,111.19543356973611,32.286415100097656,6.803097724914551,9.05083660505193,111.90043465035855,32.65999984741211,6.918750762939453,8.858170193226588,108.55620837602471,31.969440460205078,6.905418395996094,8.786878899433608,107.61147420914457,31.689010620117188,7.224016189575195,8.93444157277347,101.26963130763332,32.178123474121094,7.405052661895752
