vw,up,us,lt,aero_force,v_app,yaw_rate,yaw_rate_paper,gk,gk_paper,kite_vel,aoa,elevation,azimuth,cs,turn_radius,usva_4,yaw_rate_4,va4,aoa4,usva_5,yaw_rate_5,va5,aoa5,usva_6,yaw_rate_6,va6,aoa6,usva_7,yaw_rate_7,va7,aoa7,usva_8,yaw_rate_8,va8,aoa8,usva_9,yaw_rate_9,va9,aoa9,,,,,,,,
8,0.35,0.1,269,5395.0234375,25.5723476409912,19.7034362792969,17.9517775090339,-11.7524591906832,-2.35905090744949,23.8882236480713,0.574497640132904,27.1946296691895,14.687403678894,0.0318385910145414,51.1032813471347,0.104335897257953,5.13006982961632,6.93569850921631,1.79248905181885,0.143548991932575,6.67130434661486,7.1620945930481,1.84151661396027,0.182968785407151,5.98067287587527,7.30799865722656,1.86259877681732,0.221200540469002,6.90530230890172,7.36490440368652,1.83284366130829,0.259495732448275,7.52583610566326,7.40667057037354,1.8122798204422,0.299407299243774,7.04049644628502,7.47856903076172,1.81735181808472,0.34112871242123,6.16372516046421,7.57489776611328,1.82074046134949,0.384763755727201,5.39684754684258,7.68976354598999,1.81889462471008
