case_id,campaign,year,source_h5,t_start_s,t_end_s,n_samples,phase_label,flight_phase_label,powered_label,mean_u_s,std_u_s,mean_u_dp_ch9,std_u_dp_ch9,mean_depower_tape_length_m,mean_V_a_ms,std_V_a_ms,mean_tether_length_m,std_tether_length_m,mean_reel_speed_ms,std_reel_speed_ms,mean_tether_force_kite_N,std_tether_force_kite_N,mean_ground_tether_force_N,std_ground_tether_force_N,mean_preferred_tether_force_N,std_preferred_tether_force_N,force_source_preferred,mean_CL_ekf,std_CL_ekf,mean_CD_ekf,std_CD_ekf,mean_L_over_D_ekf,std_L_over_D_ekf,mean_CD_kcu_ekf,std_CD_kcu_ekf,mean_CD_bridles_ekf,std_CD_bridles_ekf,mean_CL_kite_ekf,std_CL_kite_ekf,mean_CD_kite_ekf,std_CD_kite_ekf,mean_L_over_D_kite_ekf,std_L_over_D_kite_ekf,mean_wind_speed_ms,mean_wind_direction_rad,mean_elevation_deg,mean_azimuth_deg,mean_course_deg,mean_aoa_deg,mean_slack_m,mean_yaw_rate_deg_s,max_abs_yaw_rate_deg_s,mean_abs_turn_radius_m,mean_lateral_accel_ms2,straight_filter_pass,rejection_reason,quality_score,mean_CL_over_CD_from_window_means,mean_CL_over_CD_kite_from_window_means
2019_win_002413,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2706.4000000953674,2708.4000000953674,21,unknown,unknown,powered,-0.09775553385416672,0.07366740725808127,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,18.43371193463717,0.3444559209594661,220.82018106797554,0.4620270764118678,0.7092251904761905,0.3034961448276764,2334.8130680834893,122.68305427237836,2032.2311914285713,143.07431201392077,2334.8130680834893,122.68305427237836,tether_force_kite,0.5765657133755718,0.011185545892786062,0.14434538217851253,0.0023109560723727877,3.9958070709438607,0.11781864407704053,0.006904333071663239,0.0007023919303655968,0.011753987775833563,0.0012419295909439417,0.5765657133755718,0.011185545892786062,0.16300370302600933,0.0035436361426787128,3.5393406849917803,0.12263564473419951,9.53936565100258,0.1365574640142584,56.51617221147052,-2.411867799537503,-135.04689776247676,9.719092815259033,0.15437477951072273,18.35546936627617,38.00394677635043,105.85058390492581,7.661288413172858,False,turn_straight_not_straight,0.2426542644874926,3.9943481715440723,3.5371326090890913
2019_win_002414,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2706.9000000953674,2708.9000000953674,21,unknown,unknown,powered,-0.030638663882300975,0.10845279548711084,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,18.40659032252515,0.3485011855753332,221.20537364579707,0.5540757414348011,0.8465848571428571,0.22961350907063063,2274.4274322950537,158.96202551179397,1996.8619371428576,154.1888482514262,2274.4274322950537,158.96202551179397,tether_force_kite,0.5759456354986955,0.011291185096249413,0.1427008081933575,0.0015033022857262,4.035936217627072,0.05994275637816668,0.006520730320224518,0.0008893349166220698,0.011075095332893482,0.0015837073571160953,0.5759456354986955,0.011291185096249413,0.16029663384647552,0.0035801595639891664,3.5939664527297546,0.07605996712630934,9.557436910013083,0.12004061469264901,54.58951158911819,-5.76353713704192,-135.41236049297845,9.718969105861541,0.12269315761050084,6.203222243438577,33.03737672081791,104.17508287329858,7.345423054907694,False,turn_straight_not_straight,0.22791596763223337,4.0360362550876205,3.5929989400170985
2019_win_002415,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2707.4000000953674,2709.4000000953674,21,unknown,unknown,powered,0.05916699000767292,0.1275799438117487,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,18.284074762576743,0.25545778114228596,221.65617712710528,0.5839629467005978,0.948140238095238,0.047228626433451104,2204.7842101076344,117.1535027507515,1940.806662857143,97.1020534050612,2204.7842101076344,117.1535027507515,tether_force_kite,0.564501642731056,0.01461922161875514,0.14383606179232644,0.003405416799937338,3.927925654770248,0.16761183306408695,0.0064478181095718535,0.0009153790185765621,0.010890313538481756,0.0016492880458760326,0.564501642731056,0.01461922161875514,0.16117419344038006,0.004843680187207553,3.5060495495554718,0.1519987932912689,9.589688984831692,0.09872524348062793,52.63078442883169,-8.697902225185787,-141.92209374892994,10.195707209089157,0.10344634973429698,-10.777175971065194,54.71219822327841,97.73404369907506,8.697229840259181,False,turn_straight_not_straight,0.2538545742889101,3.9246183168313897,3.502431938273485
2019_win_002416,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2707.9000000953674,2709.9000000953674,21,unknown,unknown,powered,0.1596709987095424,0.12674356004987786,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,18.371171894502904,0.38245791399964735,222.1317816003588,0.5873481130268966,0.954208857142857,0.028114429231776556,2274.4016455389274,214.56362217419647,2017.3396114285715,163.44439119624425,2274.4016455389274,214.56362217419647,tether_force_kite,0.5606701762279205,0.012603061919629328,0.14773855011475195,0.008161184767338814,3.8062234295861326,0.23114938613916725,0.006755603398478368,0.0014953192460229964,0.01136462631555775,0.0026540204814320067,0.5606701762279205,0.012603061919629328,0.16585877982878805,0.011379523953902506,3.394929312273148,0.23659872921069028,9.691183519305682,0.07321846841067262,50.417762228843415,-10.964396740840769,-155.1674117176749,10.712798476942382,0.1703322491756188,-34.947848011413264,87.9404271856544,80.87799881498582,13.183100333864141,False,turn_straight_not_straight,0.40157142435618476,3.7950160996736124,3.380406975179044
2019_win_002417,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2708.4000000953674,2710.4000000953674,21,unknown,unknown,powered,0.24307651701427646,0.10077596226185392,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,18.666526334064343,0.6428733280560637,222.60997247483522,0.5953826036166442,0.9733112380952381,0.039881023475965074,2351.6484763779627,247.94438332808573,2125.2295242857144,226.0265130500019,2351.6484763779627,247.94438332808573,tether_force_kite,0.5646769281221654,0.01741655631907187,0.15461003651257632,0.012608645588613576,3.669859094849666,0.24789142404413947,0.0069258040343528615,0.0015013632174256156,0.011407516744401706,0.0026553655289478944,0.5646769281221654,0.01741655631907187,0.1729433572913309,0.014971923852595683,3.2838539179879485,0.245402486092021,9.896389856732613,0.05403562603932643,47.953738132290134,-12.128084391839886,-174.33650808304338,12.931272200746806,0.3273587972642639,-54.120861579102055,88.45780807465754,40.492897838002214,18.668856414525674,False,turn_straight_not_straight,0.48372666901644046,3.652265666959036,3.2650975265325837
2019_win_002418,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2708.9000000953674,2710.9000000953674,21,unknown,unknown,powered,0.28774586995442697,0.05771080597247213,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,19.044137590090752,0.6210361801445337,223.10102878511748,0.6192049607184575,0.9932314285714289,0.035163267947634545,2479.0017849543738,258.3863543540085,2240.1877757142856,193.00766155684016,2479.0017849543738,258.3863543540085,tether_force_kite,0.5713429214274047,0.0221267141285157,0.1657000273545612,0.015965154819215517,3.467412414092452,0.21928603356336757,0.007457462485397155,0.001853086826422753,0.012190197443921993,0.003486573587292041,0.5713429214274047,0.0221267141285157,0.18534768728388037,0.01846632073623851,3.1024679631288437,0.22139092431700985,10.121753806729677,0.053687850278798716,45.459068978808716,-11.951545826852355,163.03496645711786,14.601931057986913,0.47444501048637394,-68.50967128219645,89.65127916191504,31.969562569969586,21.975151540179446,False,turn_straight_not_straight,0.4822970351101406,3.4480556856207265,3.082546805951402
2019_win_002419,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2709.4000000953674,2711.4000000953674,21,unknown,unknown,powered,0.28296409606933587,0.06484998211029777,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,19.3366724659941,0.37719157904180717,223.60098130389673,0.631343560901227,1.0134682380952382,0.01776916545565593,2632.2015568706865,177.81540501587952,2356.7048828571433,100.0100247815047,2632.2015568706865,177.81540501587952,tether_force_kite,0.5902425144053017,0.02566863338022505,0.17429001499660252,0.012015754005604952,3.3944637311684445,0.14864816115557686,0.008116923454949002,0.001680338132770198,0.013375956351360022,0.0033228748714623424,0.5902425144053017,0.02566863338022505,0.19578289480291156,0.013313602919244681,3.021764909294488,0.13599323780909153,10.29852797557727,0.0762072987281349,43.24276727753594,-10.528390216940332,140.2637260322777,14.576142467143452,0.6092338936893891,-68.96735542568787,89.65127916191504,29.974263885128142,22.404751915648745,False,turn_straight_not_straight,0.4348744896193656,3.3865538104222868,3.014780811160649
2019_win_002420,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2709.9000000953674,2711.9000000953674,21,unknown,unknown,powered,0.23635720389229908,0.09656794302528185,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,19.502983748338536,0.25150714630244575,224.10760576003716,0.6406842809871921,1.040407142857143,0.038160084138122274,2781.3285854144756,249.4896158521263,2512.822624285714,224.39203792464755,2781.3285854144756,249.4896158521263,tether_force_kite,0.617826174057578,0.035620141521199376,0.17622341860499705,0.009726561720489394,3.521355022948008,0.3513619555794674,0.00796851827413714,0.0016156071288198817,0.013219966418328047,0.003161978827517507,0.617826174057578,0.035620141521199376,0.19741190329746225,0.011547666492187289,3.1447882951476114,0.3235975396068469,10.388403427550273,0.1181175140653491,41.56191373440608,-8.167114589715878,120.02537119091733,13.586320045059747,0.6352206836784722,-58.16796588090545,89.65127916191504,31.13968818721354,20.939170748157505,False,turn_straight_not_straight,0.4355225730511231,3.5059254833912226,3.1296297930253543
2019_win_002421,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2710.4000000953674,2712.4000000953674,21,unknown,unknown,powered,0.16783330644880015,0.09652094978983594,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,19.747198062945664,0.4460078218376316,224.64334678605007,0.6649504932099426,1.07484,0.06403448664586919,2988.8325647850547,362.4313422513904,2706.0403842857145,361.0717936306086,2988.8325647850547,362.4313422513904,tether_force_kite,0.6474781033787599,0.046134528007351065,0.17159757532245817,0.015446018804276563,3.827545594727004,0.6360426401713141,0.007778084385330286,0.0015447234024544105,0.013077254438154178,0.0029566181951998977,0.6474781033787599,0.046134528007351065,0.19245291414594265,0.0171374127205794,3.4105966343168617,0.5534867461564391,10.293312866063602,0.1719224695579272,40.53610373985612,-5.260323235367287,103.66091804841815,11.80077729381343,0.4904033195358566,-42.19763550911189,89.65127916191504,37.59200468043831,16.027778120359102,False,turn_straight_not_straight,0.4082019770312356,3.7732357357733592,3.3643455400615987
2019_win_002422,2019,2019,/home/jellepoland/ownCloud/phd/code/EKF-AWE/results/v3/v3_2019-10-08_t26.h5,2710.9000000953674,2712.9000000953674,21,unknown,unknown,powered,0.10316256931849888,0.06878671817691269,0.18512229844005276,2.844100168142183e-17,1.1256114922002636,19.96491090291834,0.5922880323626278,225.19049701352014,0.6946446999919079,1.1079004761904763,0.061791109188635736,3166.49269801664,286.8307265951052,2892.689181428572,338.7523949408692,3166.49269801664,286.8307265951052,tether_force_kite,0.6736801833199602,0.039542678030565104,0.16001843074936303,0.01849254455917108,4.288771299808015,0.7171621875449138,0.007435134429231297,0.0014733060949286838,0.012711483808620264,0.0025799586924030163,0.6736801833199602,0.039542678030565104,0.18016504898721458,0.021588835297162347,3.813013432471241,0.6487270234977558,10.10024318391228,0.22779451481993507,40.08000205122745,-2.166586793269362,92.09668146075892,9.47954598216541,0.362833018247386,-25.202626597995245,63.78853724750482,57.59584761024674,12.158026306450282,False,turn_straight_not_straight,0.2921988381550208,4.210016184792774,3.739239031693477
